spatial id,temporal id,Target (normal),Normal target,_Daily_Cases t-7,_Daily_Cases t-6,_Daily_Cases t-5,_Daily_Cases t-4,_Daily_Cases t-3,_Daily_Cases t-2,_Daily_Cases t-1,_Daily_Cases t,Daily_Deaths t-7,Daily_Deaths t-6,Daily_Deaths t-5,Daily_Deaths t-4,Daily_Deaths t-3,Daily_Deaths t-2,Daily_Deaths t-1,Daily_Deaths t,retail_and_recreation_percent_change_from_baseline t-7,retail_and_recreation_percent_change_from_baseline t-6,retail_and_recreation_percent_change_from_baseline t-5,retail_and_recreation_percent_change_from_baseline t-4,retail_and_recreation_percent_change_from_baseline t-3,retail_and_recreation_percent_change_from_baseline t-2,retail_and_recreation_percent_change_from_baseline t-1,retail_and_recreation_percent_change_from_baseline t,grocery_and_pharmacy_percent_change_from_baseline t-7,grocery_and_pharmacy_percent_change_from_baseline t-6,grocery_and_pharmacy_percent_change_from_baseline t-5,grocery_and_pharmacy_percent_change_from_baseline t-4,grocery_and_pharmacy_percent_change_from_baseline t-3,grocery_and_pharmacy_percent_change_from_baseline t-2,grocery_and_pharmacy_percent_change_from_baseline t-1,grocery_and_pharmacy_percent_change_from_baseline t,parks_percent_change_from_baseline t-7,parks_percent_change_from_baseline t-6,parks_percent_change_from_baseline t-5,parks_percent_change_from_baseline t-4,parks_percent_change_from_baseline t-3,parks_percent_change_from_baseline t-2,parks_percent_change_from_baseline t-1,parks_percent_change_from_baseline t,transit_stations_percent_change_from_baseline t-7,transit_stations_percent_change_from_baseline t-6,transit_stations_percent_change_from_baseline t-5,transit_stations_percent_change_from_baseline t-4,transit_stations_percent_change_from_baseline t-3,transit_stations_percent_change_from_baseline t-2,transit_stations_percent_change_from_baseline t-1,transit_stations_percent_change_from_baseline t,residential_percent_change_from_baseline_ t-7,residential_percent_change_from_baseline_ t-6,residential_percent_change_from_baseline_ t-5,residential_percent_change_from_baseline_ t-4,residential_percent_change_from_baseline_ t-3,residential_percent_change_from_baseline_ t-2,residential_percent_change_from_baseline_ t-1,residential_percent_change_from_baseline_ t
1,2020-06-06,29.0,29.0,772,798,809,672,681,628,678,528,60,49,46,56,54,64,40,62,-32.0,-30.0,-23.0,-27.0,-27.0,-25.0,-29.0,-29.0,-5.0,-12.0,-2.0,-3.0,-3.0,0.0,-3.0,-5.0,58.0,69.0,81.0,64.0,68.0,108.0,101.0,88.0,-41.0,-43.0,-51.0,-53.0,-52.0,-50.0,-50.0,-40.0,9.0,7.0,14.0,16.0,16.0,15.0,15.0,8.0
1,2020-06-07,17.0,17.0,798,809,672,681,628,678,528,703,49,46,56,54,64,40,62,41,-30.0,-23.0,-27.0,-27.0,-25.0,-29.0,-29.0,-26.0,-12.0,-2.0,-3.0,-3.0,0.0,-3.0,-5.0,-9.0,69.0,81.0,64.0,68.0,108.0,101.0,88.0,130.0,-43.0,-51.0,-53.0,-52.0,-50.0,-50.0,-40.0,-39.0,7.0,14.0,16.0,16.0,15.0,15.0,8.0,5.0
1,2020-06-08,20.0,20.0,809,672,681,628,678,528,703,601,46,56,54,64,40,62,41,44,-23.0,-27.0,-27.0,-25.0,-29.0,-29.0,-26.0,-21.0,-2.0,-3.0,-3.0,0.0,-3.0,-5.0,-9.0,-2.0,81.0,64.0,68.0,108.0,101.0,88.0,130.0,100.0,-51.0,-53.0,-52.0,-50.0,-50.0,-40.0,-39.0,-51.0,14.0,16.0,16.0,15.0,15.0,8.0,5.0,14.0
1,2020-06-09,24.0,24.0,672,681,628,678,528,703,601,462,56,54,64,40,62,41,44,34,-27.0,-27.0,-25.0,-29.0,-29.0,-26.0,-21.0,-24.0,-3.0,-3.0,0.0,-3.0,-5.0,-9.0,-2.0,-2.0,64.0,68.0,108.0,101.0,88.0,130.0,100.0,90.0,-53.0,-52.0,-50.0,-50.0,-40.0,-39.0,-51.0,-52.0,16.0,16.0,15.0,15.0,8.0,5.0,14.0,14.0
1,2020-06-10,30.0,30.0,681,628,678,528,703,601,462,479,54,64,40,62,41,44,34,35,-27.0,-25.0,-29.0,-29.0,-26.0,-21.0,-24.0,-22.0,-3.0,0.0,-3.0,-5.0,-9.0,-2.0,-2.0,-1.0,68.0,108.0,101.0,88.0,130.0,100.0,90.0,78.0,-52.0,-50.0,-50.0,-40.0,-39.0,-51.0,-52.0,-51.0,16.0,15.0,15.0,8.0,5.0,14.0,14.0,15.0
1,2020-06-11,23.0,23.0,628,678,528,703,601,462,479,439,64,40,62,41,44,34,35,31,-25.0,-29.0,-29.0,-26.0,-21.0,-24.0,-22.0,-21.0,0.0,-3.0,-5.0,-9.0,-2.0,-2.0,-1.0,0.0,108.0,101.0,88.0,130.0,100.0,90.0,78.0,100.0,-50.0,-50.0,-40.0,-39.0,-51.0,-52.0,-51.0,-50.0,15.0,15.0,8.0,5.0,14.0,14.0,15.0,15.0
1,2020-06-12,7.0,7.0,678,528,703,601,462,479,439,436,40,62,41,44,34,35,31,29,-29.0,-29.0,-26.0,-21.0,-24.0,-22.0,-21.0,-25.0,-3.0,-5.0,-9.0,-2.0,-2.0,-1.0,0.0,-2.0,101.0,88.0,130.0,100.0,90.0,78.0,100.0,89.0,-50.0,-40.0,-39.0,-51.0,-52.0,-51.0,-50.0,-49.0,15.0,8.0,5.0,14.0,14.0,15.0,15.0,14.0
1,2020-06-13,9.0,9.0,528,703,601,462,479,439,436,448,62,41,44,34,35,31,29,28,-29.0,-26.0,-21.0,-24.0,-22.0,-21.0,-25.0,-25.0,-5.0,-9.0,-2.0,-2.0,-1.0,0.0,-2.0,-3.0,88.0,130.0,100.0,90.0,78.0,100.0,89.0,111.0,-40.0,-39.0,-51.0,-52.0,-51.0,-50.0,-49.0,-36.0,8.0,5.0,14.0,14.0,15.0,15.0,14.0,6.0
1,2020-06-14,10.0,10.0,703,601,462,479,439,436,448,361,41,44,34,35,31,29,28,19,-26.0,-21.0,-24.0,-22.0,-21.0,-25.0,-25.0,-22.0,-9.0,-2.0,-2.0,-1.0,0.0,-2.0,-3.0,-7.0,130.0,100.0,90.0,78.0,100.0,89.0,111.0,142.0,-39.0,-51.0,-52.0,-51.0,-50.0,-49.0,-36.0,-37.0,5.0,14.0,14.0,15.0,15.0,14.0,6.0,4.0
1,2020-06-15,19.0,19.0,601,462,479,439,436,448,361,359,44,34,35,31,29,28,19,8,-21.0,-24.0,-22.0,-21.0,-25.0,-25.0,-22.0,-18.0,-2.0,-2.0,-1.0,0.0,-2.0,-3.0,-7.0,0.0,100.0,90.0,78.0,100.0,89.0,111.0,142.0,104.0,-51.0,-52.0,-51.0,-50.0,-49.0,-36.0,-37.0,-49.0,14.0,14.0,15.0,15.0,14.0,6.0,4.0,13.0
1,2020-06-16,12.0,12.0,462,479,439,436,448,361,359,324,34,35,31,29,28,19,8,24,-24.0,-22.0,-21.0,-25.0,-25.0,-22.0,-18.0,-18.0,-2.0,-1.0,0.0,-2.0,-3.0,-7.0,0.0,3.0,90.0,78.0,100.0,89.0,111.0,142.0,104.0,136.0,-52.0,-51.0,-50.0,-49.0,-36.0,-37.0,-49.0,-47.0,14.0,15.0,15.0,14.0,6.0,4.0,13.0,13.0
1,2020-06-17,10.0,10.0,479,439,436,448,361,359,324,404,35,31,29,28,19,8,24,21,-22.0,-21.0,-25.0,-25.0,-22.0,-18.0,-18.0,-19.0,-1.0,0.0,-2.0,-3.0,-7.0,0.0,3.0,2.0,78.0,100.0,89.0,111.0,142.0,104.0,136.0,123.0,-51.0,-50.0,-49.0,-36.0,-37.0,-49.0,-47.0,-47.0,15.0,15.0,14.0,6.0,4.0,13.0,13.0,13.0
1,2020-06-18,16.0,16.0,439,436,448,361,359,324,404,386,31,29,28,19,8,24,21,13,-21.0,-25.0,-25.0,-22.0,-18.0,-18.0,-19.0,-17.0,0.0,-2.0,-3.0,-7.0,0.0,3.0,2.0,5.0,100.0,89.0,111.0,142.0,104.0,136.0,123.0,139.0,-50.0,-49.0,-36.0,-37.0,-49.0,-47.0,-47.0,-47.0,15.0,14.0,6.0,4.0,13.0,13.0,13.0,13.0
1,2020-06-19,7.0,7.0,436,448,361,359,324,404,386,437,29,28,19,8,24,21,13,25,-25.0,-25.0,-22.0,-18.0,-18.0,-19.0,-17.0,-21.0,-2.0,-3.0,-7.0,0.0,3.0,2.0,5.0,4.0,89.0,111.0,142.0,104.0,136.0,123.0,139.0,128.0,-49.0,-36.0,-37.0,-49.0,-47.0,-47.0,-47.0,-45.0,14.0,6.0,4.0,13.0,13.0,13.0,13.0,11.0
1,2020-06-20,8.0,8.0,448,361,359,324,404,386,437,448,28,19,8,24,21,13,25,29,-25.0,-22.0,-18.0,-18.0,-19.0,-17.0,-21.0,-22.0,-3.0,-7.0,0.0,3.0,2.0,5.0,4.0,3.0,111.0,142.0,104.0,136.0,123.0,139.0,128.0,135.0,-36.0,-37.0,-49.0,-47.0,-47.0,-47.0,-45.0,-34.0,6.0,4.0,13.0,13.0,13.0,13.0,11.0,4.0
1,2020-06-21,2.0,2.0,361,359,324,404,386,437,448,316,19,8,24,21,13,25,29,17,-22.0,-18.0,-18.0,-19.0,-17.0,-21.0,-22.0,-17.0,-7.0,0.0,3.0,2.0,5.0,4.0,3.0,-2.0,142.0,104.0,136.0,123.0,139.0,128.0,135.0,149.0,-37.0,-49.0,-47.0,-47.0,-47.0,-45.0,-34.0,-35.0,4.0,13.0,13.0,13.0,13.0,11.0,4.0,1.0
1,2020-06-22,13.0,13.0,359,324,404,386,437,448,316,340,8,24,21,13,25,29,17,20,-18.0,-18.0,-19.0,-17.0,-21.0,-22.0,-17.0,-16.0,0.0,3.0,2.0,5.0,4.0,3.0,-2.0,0.0,104.0,136.0,123.0,139.0,128.0,135.0,149.0,119.0,-49.0,-47.0,-47.0,-47.0,-45.0,-34.0,-35.0,-47.0,13.0,13.0,13.0,13.0,11.0,4.0,1.0,12.0
1,2020-06-23,7.0,7.0,324,404,386,437,448,316,340,349,24,21,13,25,29,17,20,24,-18.0,-19.0,-17.0,-21.0,-22.0,-17.0,-16.0,-17.0,3.0,2.0,5.0,4.0,3.0,-2.0,0.0,6.0,136.0,123.0,139.0,128.0,135.0,149.0,119.0,95.0,-47.0,-47.0,-47.0,-45.0,-34.0,-35.0,-47.0,-48.0,13.0,13.0,13.0,11.0,4.0,1.0,12.0,12.0
1,2020-06-24,12.0,12.0,404,386,437,448,316,340,349,320,21,13,25,29,17,20,24,30,-19.0,-17.0,-21.0,-22.0,-17.0,-16.0,-17.0,-23.0,2.0,5.0,4.0,3.0,-2.0,0.0,6.0,-8.0,123.0,139.0,128.0,135.0,149.0,119.0,95.0,122.0,-47.0,-47.0,-45.0,-34.0,-35.0,-47.0,-48.0,-49.0,13.0,13.0,11.0,4.0,1.0,12.0,12.0,15.0
1,2020-06-25,10.0,10.0,386,437,448,316,340,349,320,376,13,25,29,17,20,24,30,23,-17.0,-21.0,-22.0,-17.0,-16.0,-17.0,-23.0,-13.0,5.0,4.0,3.0,-2.0,0.0,6.0,-8.0,7.0,139.0,128.0,135.0,149.0,119.0,95.0,122.0,142.0,-47.0,-45.0,-34.0,-35.0,-47.0,-48.0,-49.0,-44.0,13.0,11.0,4.0,1.0,12.0,12.0,15.0,12.0
1,2020-06-26,14.0,14.0,437,448,316,340,349,320,376,166,25,29,17,20,24,30,23,7,-21.0,-22.0,-17.0,-16.0,-17.0,-23.0,-13.0,-20.0,4.0,3.0,-2.0,0.0,6.0,-8.0,7.0,1.0,128.0,135.0,149.0,119.0,95.0,122.0,142.0,129.0,-45.0,-34.0,-35.0,-47.0,-48.0,-49.0,-44.0,-42.0,11.0,4.0,1.0,12.0,12.0,15.0,12.0,11.0
1,2020-06-27,3.0,3.0,448,316,340,349,320,376,166,249,29,17,20,24,30,23,7,9,-22.0,-17.0,-16.0,-17.0,-23.0,-13.0,-20.0,-21.0,3.0,-2.0,0.0,6.0,-8.0,7.0,1.0,-1.0,135.0,149.0,119.0,95.0,122.0,142.0,129.0,117.0,-34.0,-35.0,-47.0,-48.0,-49.0,-44.0,-42.0,-31.0,4.0,1.0,12.0,12.0,15.0,12.0,11.0,5.0
1,2020-06-28,5.0,5.0,316,340,349,320,376,166,249,315,17,20,24,30,23,7,9,10,-17.0,-16.0,-17.0,-23.0,-13.0,-20.0,-21.0,-17.0,-2.0,0.0,6.0,-8.0,7.0,1.0,-1.0,-5.0,149.0,119.0,95.0,122.0,142.0,129.0,117.0,153.0,-35.0,-47.0,-48.0,-49.0,-44.0,-42.0,-31.0,-32.0,1.0,12.0,12.0,15.0,12.0,11.0,5.0,2.0
1,2020-06-29,8.0,8.0,340,349,320,376,166,249,315,637,20,24,30,23,7,9,10,19,-16.0,-17.0,-23.0,-13.0,-20.0,-21.0,-17.0,-9.0,0.0,6.0,-8.0,7.0,1.0,-1.0,-5.0,5.0,119.0,95.0,122.0,142.0,129.0,117.0,153.0,137.0,-47.0,-48.0,-49.0,-44.0,-42.0,-31.0,-32.0,-46.0,12.0,12.0,15.0,12.0,11.0,5.0,2.0,11.0
1,2020-06-30,5.0,5.0,349,320,376,166,249,315,637,267,24,30,23,7,9,10,19,12,-17.0,-23.0,-13.0,-20.0,-21.0,-17.0,-9.0,-2.0,6.0,-8.0,7.0,1.0,-1.0,-5.0,5.0,21.0,95.0,122.0,142.0,129.0,117.0,153.0,137.0,133.0,-48.0,-49.0,-44.0,-42.0,-31.0,-32.0,-46.0,-44.0,12.0,15.0,12.0,11.0,5.0,2.0,11.0,10.0
1,2020-07-01,14.0,14.0,320,376,166,249,315,637,267,191,30,23,7,9,10,19,12,10,-23.0,-13.0,-20.0,-21.0,-17.0,-9.0,-2.0,-34.0,-8.0,7.0,1.0,-1.0,-5.0,5.0,21.0,-16.0,122.0,142.0,129.0,117.0,153.0,137.0,133.0,234.0,-49.0,-44.0,-42.0,-31.0,-32.0,-46.0,-44.0,-55.0,15.0,12.0,11.0,5.0,2.0,11.0,10.0,16.0
1,2020-07-02,12.0,12.0,376,166,249,315,637,267,191,355,23,7,9,10,19,12,10,16,-13.0,-20.0,-21.0,-17.0,-9.0,-2.0,-34.0,-9.0,7.0,1.0,-1.0,-5.0,5.0,21.0,-16.0,11.0,142.0,129.0,117.0,153.0,137.0,133.0,234.0,134.0,-44.0,-42.0,-31.0,-32.0,-46.0,-44.0,-55.0,-46.0,12.0,11.0,5.0,2.0,11.0,10.0,16.0,11.0
1,2020-07-03,10.0,10.0,166,249,315,637,267,191,355,319,7,9,10,19,12,10,16,7,-20.0,-21.0,-17.0,-9.0,-2.0,-34.0,-9.0,-15.0,1.0,-1.0,-5.0,5.0,21.0,-16.0,11.0,6.0,129.0,117.0,153.0,137.0,133.0,234.0,134.0,151.0,-42.0,-31.0,-32.0,-46.0,-44.0,-55.0,-46.0,-45.0,11.0,5.0,2.0,11.0,10.0,16.0,11.0,12.0
1,2020-07-04,3.0,3.0,249,315,637,267,191,355,319,223,9,10,19,12,10,16,7,8,-21.0,-17.0,-9.0,-2.0,-34.0,-9.0,-15.0,-19.0,-1.0,-5.0,5.0,21.0,-16.0,11.0,6.0,-1.0,117.0,153.0,137.0,133.0,234.0,134.0,151.0,183.0,-31.0,-32.0,-46.0,-44.0,-55.0,-46.0,-45.0,-31.0,5.0,2.0,11.0,10.0,16.0,11.0,12.0,3.0
1,2020-07-05,4.0,4.0,315,637,267,191,355,319,223,209,10,19,12,10,16,7,8,2,-17.0,-9.0,-2.0,-34.0,-9.0,-15.0,-19.0,-13.0,-5.0,5.0,21.0,-16.0,11.0,6.0,-1.0,-3.0,153.0,137.0,133.0,234.0,134.0,151.0,183.0,190.0,-32.0,-46.0,-44.0,-55.0,-46.0,-45.0,-31.0,-30.0,2.0,11.0,10.0,16.0,11.0,12.0,3.0,0.0
1,2020-07-06,4.0,4.0,637,267,191,355,319,223,209,421,19,12,10,16,7,8,2,13,-9.0,-2.0,-34.0,-9.0,-15.0,-19.0,-13.0,-9.0,5.0,21.0,-16.0,11.0,6.0,-1.0,-3.0,5.0,137.0,133.0,234.0,134.0,151.0,183.0,190.0,156.0,-46.0,-44.0,-55.0,-46.0,-45.0,-31.0,-30.0,-45.0,11.0,10.0,16.0,11.0,12.0,3.0,0.0,10.0
1,2020-07-07,7.0,7.0,267,191,355,319,223,209,421,208,12,10,16,7,8,2,13,7,-2.0,-34.0,-9.0,-15.0,-19.0,-13.0,-9.0,-12.0,21.0,-16.0,11.0,6.0,-1.0,-3.0,5.0,6.0,133.0,234.0,134.0,151.0,183.0,190.0,156.0,136.0,-44.0,-55.0,-46.0,-45.0,-31.0,-30.0,-45.0,-46.0,10.0,16.0,11.0,12.0,3.0,0.0,10.0,11.0
1,2020-07-08,4.0,4.0,191,355,319,223,209,421,208,311,10,16,7,8,2,13,7,12,-34.0,-9.0,-15.0,-19.0,-13.0,-9.0,-12.0,-12.0,-16.0,11.0,6.0,-1.0,-3.0,5.0,6.0,5.0,234.0,134.0,151.0,183.0,190.0,156.0,136.0,116.0,-55.0,-46.0,-45.0,-31.0,-30.0,-45.0,-46.0,-46.0,16.0,11.0,12.0,3.0,0.0,10.0,11.0,12.0
1,2020-07-09,8.0,8.0,355,319,223,209,421,208,311,322,16,7,8,2,13,7,12,10,-9.0,-15.0,-19.0,-13.0,-9.0,-12.0,-12.0,-11.0,11.0,6.0,-1.0,-3.0,5.0,6.0,5.0,6.0,134.0,151.0,183.0,190.0,156.0,136.0,116.0,136.0,-46.0,-45.0,-31.0,-30.0,-45.0,-46.0,-46.0,-45.0,11.0,12.0,3.0,0.0,10.0,11.0,12.0,11.0
1,2020-07-10,4.0,4.0,319,223,209,421,208,311,322,328,7,8,2,13,7,12,10,14,-15.0,-19.0,-13.0,-9.0,-12.0,-12.0,-11.0,-18.0,6.0,-1.0,-3.0,5.0,6.0,5.0,6.0,1.0,151.0,183.0,190.0,156.0,136.0,116.0,136.0,136.0,-45.0,-31.0,-30.0,-45.0,-46.0,-46.0,-45.0,-44.0,12.0,3.0,0.0,10.0,11.0,12.0,11.0,11.0
1,2020-07-11,4.0,4.0,223,209,421,208,311,322,328,166,8,2,13,7,12,10,14,3,-19.0,-13.0,-9.0,-12.0,-12.0,-11.0,-18.0,-20.0,-1.0,-3.0,5.0,6.0,5.0,6.0,1.0,-2.0,183.0,190.0,156.0,136.0,116.0,136.0,136.0,97.0,-31.0,-30.0,-45.0,-46.0,-46.0,-45.0,-44.0,-37.0,3.0,0.0,10.0,11.0,12.0,11.0,11.0,5.0
1,2020-07-12,4.0,4.0,209,421,208,311,322,328,166,198,2,13,7,12,10,14,3,5,-13.0,-9.0,-12.0,-12.0,-11.0,-18.0,-20.0,-12.0,-3.0,5.0,6.0,5.0,6.0,1.0,-2.0,-2.0,190.0,156.0,136.0,116.0,136.0,136.0,97.0,169.0,-30.0,-45.0,-46.0,-46.0,-45.0,-44.0,-37.0,-31.0,0.0,10.0,11.0,12.0,11.0,11.0,5.0,1.0
1,2020-07-13,13.0,13.0,421,208,311,322,328,166,198,636,13,7,12,10,14,3,5,8,-9.0,-12.0,-12.0,-11.0,-18.0,-20.0,-12.0,-10.0,5.0,6.0,5.0,6.0,1.0,-2.0,-2.0,3.0,156.0,136.0,116.0,136.0,136.0,97.0,169.0,150.0,-45.0,-46.0,-46.0,-45.0,-44.0,-37.0,-31.0,-46.0,10.0,11.0,12.0,11.0,11.0,5.0,1.0,10.0
1,2020-07-14,10.0,10.0,208,311,322,328,166,198,636,366,7,12,10,14,3,5,8,5,-12.0,-12.0,-11.0,-18.0,-20.0,-12.0,-10.0,-11.0,6.0,5.0,6.0,1.0,-2.0,-2.0,3.0,5.0,136.0,116.0,136.0,136.0,97.0,169.0,150.0,165.0,-46.0,-46.0,-45.0,-44.0,-37.0,-31.0,-46.0,-46.0,11.0,12.0,11.0,11.0,5.0,1.0,10.0,11.0
1,2020-07-15,5.0,5.0,311,322,328,166,198,636,366,343,12,10,14,3,5,8,5,14,-12.0,-11.0,-18.0,-20.0,-12.0,-10.0,-11.0,-10.0,5.0,6.0,1.0,-2.0,-2.0,3.0,5.0,5.0,116.0,136.0,136.0,97.0,169.0,150.0,165.0,159.0,-46.0,-45.0,-44.0,-37.0,-31.0,-46.0,-46.0,-45.0,12.0,11.0,11.0,5.0,1.0,10.0,11.0,10.0
1,2020-07-16,13.0,13.0,322,328,166,198,636,366,343,451,10,14,3,5,8,5,14,12,-11.0,-18.0,-20.0,-12.0,-10.0,-11.0,-10.0,-11.0,6.0,1.0,-2.0,-2.0,3.0,5.0,5.0,5.0,136.0,136.0,97.0,169.0,150.0,165.0,159.0,114.0,-45.0,-44.0,-37.0,-31.0,-46.0,-46.0,-45.0,-47.0,11.0,11.0,5.0,1.0,10.0,11.0,10.0,11.0
1,2020-07-17,6.0,6.0,328,166,198,636,366,343,451,415,14,3,5,8,5,14,12,10,-18.0,-20.0,-12.0,-10.0,-11.0,-10.0,-11.0,-15.0,1.0,-2.0,-2.0,3.0,5.0,5.0,5.0,4.0,136.0,97.0,169.0,150.0,165.0,159.0,114.0,141.0,-44.0,-37.0,-31.0,-46.0,-46.0,-45.0,-47.0,-44.0,11.0,5.0,1.0,10.0,11.0,10.0,11.0,10.0
1,2020-07-18,4.0,4.0,166,198,636,366,343,451,415,316,3,5,8,5,14,12,10,3,-20.0,-12.0,-10.0,-11.0,-10.0,-11.0,-15.0,-18.0,-2.0,-2.0,3.0,5.0,5.0,5.0,4.0,1.0,97.0,169.0,150.0,165.0,159.0,114.0,141.0,193.0,-37.0,-31.0,-46.0,-46.0,-45.0,-47.0,-44.0,-29.0,5.0,1.0,10.0,11.0,10.0,11.0,10.0,2.0
1,2020-07-19,3.0,3.0,198,636,366,343,451,415,316,293,5,8,5,14,12,10,3,4,-12.0,-10.0,-11.0,-10.0,-11.0,-15.0,-18.0,-15.0,-2.0,3.0,5.0,5.0,5.0,4.0,1.0,-4.0,169.0,150.0,165.0,159.0,114.0,141.0,193.0,154.0,-31.0,-46.0,-46.0,-45.0,-47.0,-44.0,-29.0,-34.0,1.0,10.0,11.0,10.0,11.0,10.0,2.0,1.0
1,2020-07-20,3.0,3.0,636,366,343,451,415,316,293,770,8,5,14,12,10,3,4,4,-10.0,-11.0,-10.0,-11.0,-15.0,-18.0,-15.0,-7.0,3.0,5.0,5.0,5.0,4.0,1.0,-4.0,7.0,150.0,165.0,159.0,114.0,141.0,193.0,154.0,183.0,-46.0,-46.0,-45.0,-47.0,-44.0,-29.0,-34.0,-45.0,10.0,11.0,10.0,11.0,10.0,2.0,1.0,10.0
1,2020-07-21,8.0,8.0,366,343,451,415,316,293,770,535,5,14,12,10,3,4,4,7,-11.0,-10.0,-11.0,-15.0,-18.0,-15.0,-7.0,-10.0,5.0,5.0,5.0,4.0,1.0,-4.0,7.0,7.0,165.0,159.0,114.0,141.0,193.0,154.0,183.0,189.0,-46.0,-45.0,-47.0,-44.0,-29.0,-34.0,-45.0,-46.0,11.0,10.0,11.0,10.0,2.0,1.0,10.0,10.0
1,2020-07-22,6.0,6.0,343,451,415,316,293,770,535,317,14,12,10,3,4,4,7,4,-10.0,-11.0,-15.0,-18.0,-15.0,-7.0,-10.0,-12.0,5.0,5.0,4.0,1.0,-4.0,7.0,7.0,4.0,159.0,114.0,141.0,193.0,154.0,183.0,189.0,134.0,-45.0,-47.0,-44.0,-29.0,-34.0,-45.0,-46.0,-47.0,10.0,11.0,10.0,2.0,1.0,10.0,10.0,11.0
1,2020-07-23,6.0,6.0,451,415,316,293,770,535,317,608,12,10,3,4,4,7,4,8,-11.0,-15.0,-18.0,-15.0,-7.0,-10.0,-12.0,-10.0,5.0,4.0,1.0,-4.0,7.0,7.0,4.0,6.0,114.0,141.0,193.0,154.0,183.0,189.0,134.0,157.0,-47.0,-44.0,-29.0,-34.0,-45.0,-46.0,-47.0,-46.0,11.0,10.0,2.0,1.0,10.0,10.0,11.0,11.0
1,2020-07-24,5.0,5.0,415,316,293,770,535,317,608,717,10,3,4,4,7,4,8,4,-15.0,-18.0,-15.0,-7.0,-10.0,-12.0,-10.0,-17.0,4.0,1.0,-4.0,7.0,7.0,4.0,6.0,2.0,141.0,193.0,154.0,183.0,189.0,134.0,157.0,162.0,-44.0,-29.0,-34.0,-45.0,-46.0,-47.0,-46.0,-44.0,10.0,2.0,1.0,10.0,10.0,11.0,11.0,10.0
1,2020-07-25,4.0,4.0,316,293,770,535,317,608,717,355,3,4,4,7,4,8,4,4,-18.0,-15.0,-7.0,-10.0,-12.0,-10.0,-17.0,-18.0,1.0,-4.0,7.0,7.0,4.0,6.0,2.0,-1.0,193.0,154.0,183.0,189.0,134.0,157.0,162.0,201.0,-29.0,-34.0,-45.0,-46.0,-47.0,-46.0,-44.0,-29.0,2.0,1.0,10.0,10.0,11.0,11.0,10.0,2.0
1,2020-07-26,3.0,3.0,293,770,535,317,608,717,355,319,4,4,7,4,8,4,4,4,-15.0,-7.0,-10.0,-12.0,-10.0,-17.0,-18.0,-12.0,-4.0,7.0,7.0,4.0,6.0,2.0,-1.0,-3.0,154.0,183.0,189.0,134.0,157.0,162.0,201.0,191.0,-34.0,-45.0,-46.0,-47.0,-46.0,-44.0,-29.0,-31.0,1.0,10.0,10.0,11.0,11.0,10.0,2.0,0.0
1,2020-07-27,7.0,7.0,770,535,317,608,717,355,319,682,4,7,4,8,4,4,4,13,-7.0,-10.0,-12.0,-10.0,-17.0,-18.0,-12.0,-10.0,7.0,7.0,4.0,6.0,2.0,-1.0,-3.0,4.0,183.0,189.0,134.0,157.0,162.0,201.0,191.0,145.0,-45.0,-46.0,-47.0,-46.0,-44.0,-29.0,-31.0,-47.0,10.0,10.0,11.0,11.0,10.0,2.0,0.0,11.0
1,2020-07-28,6.0,6.0,535,317,608,717,355,319,682,400,7,4,8,4,4,4,13,10,-10.0,-12.0,-10.0,-17.0,-18.0,-12.0,-10.0,-10.0,7.0,4.0,6.0,2.0,-1.0,-3.0,4.0,7.0,189.0,134.0,157.0,162.0,201.0,191.0,145.0,182.0,-46.0,-47.0,-46.0,-44.0,-29.0,-31.0,-47.0,-47.0,10.0,11.0,11.0,10.0,2.0,0.0,11.0,10.0
1,2020-07-29,5.0,5.0,317,608,717,355,319,682,400,486,4,8,4,4,4,13,10,5,-12.0,-10.0,-17.0,-18.0,-12.0,-10.0,-10.0,-9.0,4.0,6.0,2.0,-1.0,-3.0,4.0,7.0,7.0,134.0,157.0,162.0,201.0,191.0,145.0,182.0,157.0,-47.0,-46.0,-44.0,-29.0,-31.0,-47.0,-47.0,-45.0,11.0,11.0,10.0,2.0,0.0,11.0,10.0,11.0
1,2020-07-30,6.0,6.0,608,717,355,319,682,400,486,320,8,4,4,4,13,10,5,13,-10.0,-17.0,-18.0,-12.0,-10.0,-10.0,-9.0,-7.0,6.0,2.0,-1.0,-3.0,4.0,7.0,7.0,9.0,157.0,162.0,201.0,191.0,145.0,182.0,157.0,171.0,-46.0,-44.0,-29.0,-31.0,-47.0,-47.0,-45.0,-45.0,11.0,10.0,2.0,0.0,11.0,10.0,11.0,10.0
1,2020-07-31,4.0,4.0,717,355,319,682,400,486,320,604,4,4,4,13,10,5,13,6,-17.0,-18.0,-12.0,-10.0,-10.0,-9.0,-7.0,-13.0,2.0,-1.0,-3.0,4.0,7.0,7.0,9.0,7.0,162.0,201.0,191.0,145.0,182.0,157.0,171.0,174.0,-44.0,-29.0,-31.0,-47.0,-47.0,-45.0,-45.0,-41.0,10.0,2.0,0.0,11.0,10.0,11.0,10.0,9.0
